제목,원제,개봉일,스트리밍,구매,평점,장르,재생 시간,감독,출연진,시놉시스,이미지,대여
어둠의 부활,The Resurrected,(1991),"[('wavve', ['정액제', 'HD'])]",,"['69%', '6.3 (4k)']","['스릴러 , 공포']",['1시간 48분'],"[""Dan O'Bannon""]","['John Terry', 'Jane Sibbett', 'Chris Sarandon', 'Robert Romanus', 'Laurie Briscoe', 'Ken Camroux-Taylor', 'Patrick Pon', 'Bernard Cuffling', 'Megan Leitch', 'Charles K. Pitts', 'Philip Maurice Hayes', 'Paul Jarrett', 'Lee Matheson']","정신 병원에 수감된 찰스 워드가 병원의 간호부를 살해하고 탈출한다. 사립탐정 존 마치는 워드의 아내 클레어의 의뢰로 워드의 조사를 시작한다. 클레어의 말에 따르면 남편 워드는 화학기사로써 아무 이상이 없던 중 매쉬 박사라는 자의 방문 이후 마을 밖에 있는 농가에 실험실을 차렸는데 인근의 주민들이 실험실에서 비명소리와 악취가 난다고 항의를 해오니 실험실에서 무슨 일이 벌어지고 있는지 조사해 달라는 것이었다. 마치는 소방 검열관으로 위장하여 워드의 실험실을 방문하지만 워드는 동물 실험 중이라고 한다, 마치는 클레어에게 워드의 기벽이 언제부터 시작되었는가를 묻는데 클레어는 먼 친척으로부터 트렁크가 배달되었을 때부터라고 대답한다. 문제의 트렁크 안에서는 옛 친척들의 서류와 사진이 있었는데 그중 워드는 18세기의 조상 조셉 쿠윈이라는 마녀에게 깊은 관심을 두었다는 말을 듣는다. 그날 밤 실험실 주변에 살던 주민이 피살되는데 워드는 옛 영어 악센트에 뜻모를 말을 중얼거린다. 이에 마치는 클레어에게 워드를 정신병원에 입원시키라고 한다. 한편 워드의 일기를 조사하던 중 조셉 커윈이란 자가 죽은 자의 부활에 대해 연구하던 것을 알아내고 워드와 관계가 있을 것이라고 판단, 커윈의 옛 실험실을 조사한다. 조사하던 중 워드의 실패작인 괴물체를 발견하고 의문이 해결된다.",https://images.justwatch.com/poster/210874714/s276/eodumyi-buhwal.webp,"[('wavve', ['₩1,500', 'HD'])]"
맬리스,Malice,(1993),"[('wavve', ['정액제', 'HD'])]",,"['69%', '6.4 (24k)']","['스릴러 , 범죄']",['1시간 47분'],['Harold Becker'],"['Alec Baldwin', 'Nicole Kidman', 'Bill Pullman', 'Bebe Neuwirth', 'George C. Scott', 'Anne Bancroft', 'Peter Gallagher', 'Josef Sommer', 'Tobin Bell', 'William Duff-Griffin', 'Debrah Farentino', 'Gwyneth Paltrow', 'David Bowe', 'Diana Bellamy', 'Michael Hatt', 'Paula Plum', 'Sara Melson', 'Ken Cheeseman', 'Richard Rho', 'Joshua Malina', 'Christine Wheeler', 'Sharon Albright', 'Tom Kemp', 'Robin Joss', 'Patricia Dunnock', 'Brenda Strong', 'Michael Bofshever', 'Laura Langdon', 'David Candreva', 'Ann Cusack']","앤디와 트레이시는 갓 결혼한 신혼 부부로 소박하고 평화롭게 살아가고 있다. 트레이시는 소아과에서 아이들을 돌봐주는 자원봉사를 하며 생활하고 있다. 어느날 잘생긴 외과의사 제드 힐이 그들의 2층집으로 이사온다. 이 때쯤, 앤디의 학생들이 연쇄 강간범의 희생자가 되어 마을은 공포에 떨고 트레이시는 심한 복통 끝에 닥터 힐에게 수술을 받게 된다. 수술 도중 힐은 트레이시가 임신 4주째임을 발견한다. 그러나 힐은 앤디에게 양쪽 난소 모두를 제거할 수 밖에 없다고 설명한 후 그의 승인을 받고는 한쪽 난소마저 제거한다. 그러나 얼마 후 제거된 난소는 정상임이 밝혀지고. 이 충격으로 인해 트레이시와 앤디는 별거한다. 게다가 병원에 3,000만불 손해배상 소송으로 2천만 달러라는 보상금을 받게 된다. 그러는 동안 앤디는 연쇄강간범 희생자들이 그의 학생이라는 것 때문에 혐의를 받게 되나, 정액검사 결과 자신이 무정자증임을 알게 되면서 사건은 점점 미궁 속으로 빠져드는데...",https://images.justwatch.com/poster/177830423/s276/maelriseu.webp,"[('wavve', ['₩1,500', 'HD'])]"
심야의 공포,Nightbreed,(1990),"[('Watcha', ['정액제', 'HD'])]",,"['72%', '6.5 (21k)']","['판타지 , 공포 , 액션']",['1시간 42분'],['Clive Barker'],"['Craig Sheffer', 'Anne Bobby', 'David Cronenberg', 'Charles Haid', 'Hugh Quarshie', 'Hugh Ross', 'Doug Bradley', 'Catherine Chevalier', 'Malcolm Smith', 'Bob Sessions', 'Oliver Parker', 'Debora Weston', 'Nicholas Vince', 'Simon Bamford', 'John Agar', 'Alexis De La Rocha', 'Kim Robertson', 'Nina Robertson', 'Tony Bluto', 'Vincent Keene', 'Bernard Henry', 'Richard Van Spall', 'David Young', 'Valda Aviks', 'Mac McDonald', 'Richard Bowman', 'McNally Sagal', 'Daniel Kash', 'Bradley Lavelle', 'Stephen Hoye', 'Tom Hunsinger', 'George Roth', 'Peter Marinker', 'Lindsay Holiday', 'Kenneth Nelson', 'Carolyn Jones', 'Ted Maynard', 'Mitch Webb', 'Eric Loren']",죽음의 도시 미디언은 인류의 악몽 속에 살아 숨쉬는 지하도시. 분은 매일밤 미디언과 관련된 악몽에 시달린다. 분의 정신과 주치의 데커는 살인을 즐기는 살인광으로 자신의 혐의를 분에게 뒤집어 씌우려 한다. 분은 두려움에 자살을 기도했으나 실패하고 미디언으로 향한다. 도착한 분은 나이트 브리드(어둠의 종족들)에게 좇길 뿐 아니라 경찰을 데리고 그를 추적해온 데커에게도 좇긴다. 그러다가 분은 경찰에게 총을 맞게 되는데...,https://images.justwatch.com/poster/141836694/s276/simyayi-gongpo.webp,
터커,Tucker: The Man and His Dream,(1988),"[('Watcha', ['정액제', 'HD'])]","[('Naver Store', ['₩1,500', 'HD'])]","['75%', '6.9 (19k)']","['드라마 , 코미디']",['1시간 51분'],['Francis Ford Coppola'],"['Jeff Bridges', 'Joan Allen', 'Martin Landau', 'Frederic Forrest', 'Mako', 'Dean Stockwell', 'Christian Slater', 'Nina Siemaszko', 'Marshall Bell', 'Peter Donat', 'Elias Koteas', 'Jay O. Sanders', 'Corin Nemec', 'Don Novello', 'Anders Johnson', 'Dean Goodman', 'John X. Heart', 'Patti Austin', 'Sandy Bull', 'Joe Miksak', 'Scott Beach', 'Roland Scrivner', 'Bob Safford', 'Larry Menkin', 'Ron Close', 'Joe Flood', 'Leonard Gardner', 'Bill Bonham', 'Abigail van Alyn', 'Taylor Gilbert', 'David Booth', 'David Booth', 'Al Hart', 'Cab Covay', 'James Cranna', 'Bill Reddick', 'Ed Loerke', 'Jay Jacobus', 'Anne Lawder', 'Jeanette Lana Sartain', 'Mary Buffett', 'Annie Stocking', 'Michael McShane', 'Hope Alexander-Willis', 'Taylor Young', 'Jim Giovanni', 'Joe Lerer', 'Morgan Upton', 'Mark Anger', 'Al Nalbandian', 'Lloyd Bridges']","소년시절 자동차를 본 이후 혁신적인 자동차를 만들겠다는 꿈을 가지게된 터커는 더 빨리, 더 안전하게 달릴 수 있는 미래형 자동차 개발에 착수한다. 가족을 비롯 유능한 세일즈맨 에이브, 많은 기술자들의 든든한 후원으로 시작학 작업은 그러나 3대 자동차 메이커 포드, GM, 크라이슬라와 결탁한 관료주의의 벽에 부딪고 만다.터커가 새 차의 광고 홍보차 자리를 비운 사이, 메이저사의 압력으로 차의 설계가 바뀌고, 의회의 조사위원회는 터커를 사기혐의로 고소하기에 이른다. 무서운 음모에 대항하는 방법은 한가지. 최종판결이 나기 전 그가 차를 만들어낼 의도가 있다는 증거로 새 차 50대를 생산해야 하는 것이다.",https://images.justwatch.com/poster/97520764/s276/tucker-the-man-and-his-dream.webp,
푸른 산호초 2,Return to the Blue Lagoon,(1991),"[('Netflix', ['정액제', 'HD'])]",,"['63%', '5.2 (19k)']","['드라마 , 로맨스']",['1시간 38분'],['William A. Graham'],"['Milla Jovovich', 'Brian Krause', 'Lisa Pelikan', 'Courtney Barilla', 'Garette Ratliff Henson', 'Brian Blain', 'Emma James', 'Jackson Barton', 'Nana Coburn', 'Peter Hehir', 'Alexander Petersons', 'John Mann', 'Wayne Pygram', 'John Dicks', 'Gus Mercurio']","목사의 젊은 미망인인 사라 하그레이브는 한살박이 딸 릴리를 데리고 타히티에서 샌프란시스코를 향해 항해하던 중, 우연히 부딪힌 난파선에서 숨진 부모 옆에 기적적으로 살아남은 2살의 남자 아이를 발견하게 된다. 사라는 이 아이를 리챠드라 부르며 아들처럼 보살피는데, 배에 콜레라가 전염되어 살아남기 위해서 조각배를 타고 셋만의 외로운 항해를 시작한다. 아사 직전 배가 도착한 곳은, 바로 리챠드가 부모와 셋이 살던 아름다운 섬, 그러나 허물어져가는 지푸라기 집한채 외에는 아무것도 없는 무인도가 아들이 살아가야 하는 곳이다. 생활력이 강한 사라는 두 아이에게 문명인으로 알아야 할 것을 가르치며 구조될 날만을 꿈꾸지만, 폐렴으로 죽고만다. 외딴섬에서 둘만남은 리챠드와 릴리는 오빠와 여동생처럼 서로 의지하며 지낸다. 그러나, 성장하면서 신체의 변화를 느끼는 사춘기의 이들은 성에 대해 눈뜨게 되고 갈등을 겪게 됨과 동시에 서로에 대한 애정을 확인하게 된다. 그러던 어느날, 영국에서 온 배 한척이 섬에 닻을 내리고 이들과 접하게 되어 문명세계를 모르던 릴리와 리챠드는 큰 충격을 받는다. 선장의 딸인 실비아는 리챠드의 강인한 모습에 매료되어 그를 유혹하려 애쓰는 한편, 릴리의 청순미를 촌스러움으로 비웃는다. 실비아의 방해로 이들은 잠시 어색한 사이가 되지만, 릴리의 진주를 빼앗고 겁탈하려던 선원과의 격투를 계기로 리챠드와 릴리는 문명세계보다는 자신의 섬이 가장 행복한 곳이며, 서로 깊이 사랑하고 있음을 깨닫게 된다. 결국, 이들은 태어날 아기와 함께 섬에 남기로 하고 배는 떠나는데...",https://images.justwatch.com/poster/72119443/s276/pureun-sanhoco-2.webp,
불타는 복수,Next of Kin,(1989),"[('wavve', ['정액제', 'HD'])]",,"['65%', '5.9 (11k)']","['스릴러 , 범죄 , 액션']",['1시간 48분'],['John Irvin'],"['Patrick Swayze', 'Liam Neeson', 'Adam Baldwin', 'Helen Hunt', 'Ted Levine', 'Bill Paxton', 'Michael J. Pollard', 'Andreas Katsulas', 'Del Close', 'Valentino Cimo', 'Paul Greco', 'Vincent Guastaferro', 'Ben Stiller', 'Paul Herman', 'Don Herion', 'Don James', 'Brett Hadley', 'Rodney Hatfield', 'Richard Wharton', 'Kelly Blair', 'Charles Williams', 'Michael Wise', 'Joseph R. Ryan', 'Anndrena Belcher', 'Jean Ritchie', 'Nancy Jeffrey', 'Tina Engle', 'Kimberly Cole', 'Starla Fugate', 'Michael Sassone', 'Neil Giuntoli', 'Fred Crowther', 'Billy Branch', 'Celene Evans', 'Michael Dizonno', 'Tim Quill', 'Jack Kandel', 'Sally Murphy', 'Mark Roberts', 'Patrick Balch', 'Relioues Webb', 'Arlene Lencioni', 'Lew Way Chin', 'Morgan Biscomb Melto', 'Elizabeth Ruf', 'Joelle Pasquale', 'Mia Ferro', 'Keela Gootee', 'Pamela Prater', 'Mary Ann Berkhart', 'Lisa Niemi', 'Earl Stevens', 'Alison Vesely']","시카고 강력계 형사인 패트릭은 어느날 가까운 친척의 동생이 시카고 갱에게 살해당하자 그 시신을 고향 애달래치아 산맥으로 보낸다. 그러나 고향 사람들은 '이에는 이, 눈에는 눈'이라는 신조를 가지고 있어 자신들의 인척을 죽인 시카고 갱들에게 복수하기 위해 한 명을 시카고로 보낸다. 시카고로 돌아온 패트릭은 고향에서 올라온 집행자가 시카고 갱들과 트러블을 일으키자 이를 막으려 하지만 오히려 갱들에게 습격당하자, 복수를 하기로 맘을 먹는데...",https://images.justwatch.com/poster/8680023/s276/bultaneun-bogsu.webp,"[('wavve', ['₩1,500', 'HD'])]"
백만장자와 결혼하는 법,How to Marry a Millionaire,(1953),,"[('Naver Store', ['₩2,800', 'HD'])]","['76%', '6.9 (21k)']","['로맨스 , 코미디 , 드라마']",['1시간 35분'],['Jean Negulesco'],"['Lauren Bacall', 'Marilyn Monroe', 'Betty Grable', 'David Wayne', 'Rory Calhoun', 'Cameron Mitchell', ""Alexander D'Arcy"", 'Fred Clark', 'William Powell', 'Percy Helton', 'Harry James', 'Hope Landin', 'Ruth Hall', 'Charlotte Austin', 'Merry Anders', 'Robert Adler', 'Tom Greenway']","모델인 샤츠이와 폴라, 로코은 백만장자를 남편으로 맞이하기 위해 의기투합하고, 맨하탄의 호화스런 펜트하우스를 빌린다. 그러던 어느 날 쇼핑을 하러 나갔던 로코가 그녀의 짐을 들어주며 도와준 톰을 데리고 집으로 오고, 톰은 샤츠이를 보고는 한 눈에 반하게 된다. 그러나 샤츠이는 톰이 가난뱅이라는 이유로 퇴짜를 놓고, 톰은 가슴앓이를 하게 된다. 그들이 마련한 돈이 거의 바닥날 때 쯤, 로코가 석유업계의 거물 J.D를 발굴해내지만 안타깝게도 J.D는 샤츠이에게 관심을 기울인다. 결국 로코는 결혼한 유부남이긴 하지만 부유한 왈도와 메인 리조트로 여행을 가기로 한다. 그곳에서 로코는 홍역을 앓게 되고, 우연히 삼림 경비원 이븐을 만나 서로에게 호감을 갖게 된다. 한편, 근시인 폴라는 안경을 쓰면 남자들이 싫어할까봐 안경을 쓰지 않고 다니는 바람에 타려던 비행기를 놓치고 엉뚱한 비행기를 타게 되고, 이것이 인연이 되어 자신이 살고 있는 펜트하우스의 주인인 프레디와 인연을 맺게 된다. 마침내 샤츠이와 J.D는 결혼하기로 결심하고, 결혼식이 거행되는 날 로코는 이븐과, 폴라는 프레디와 함께 참석한다. 그러나 결혼식 도중 샤츠이는 결혼식장에 나타난 톰을 보고 자신이 정말 사랑하는 것이 누구인가를 깨닫게 되고...",https://images.justwatch.com/poster/57124031/s276/how-to-marry-a-millionaire.webp,
햄릿,Hamlet,(1990),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]",,"['73%', '6.7 (22k)']","['드라마 , Made in Europe']",['2시간 15분'],['Franco Zeffirelli'],"['Mel Gibson', 'Glenn Close', 'Alan Bates', 'Paul Scofield', 'Ian Holm', 'Helena Bonham Carter', 'Stephen Dillane', 'Nathaniel Parker', 'Sean Murray', 'Michael Maloney', 'Trevor Peacock', 'John McEnery', 'Richard Warwick', 'Christien Anholt', 'Dave Duffy', 'Vernon Dobtcheff', 'Pete Postlethwaite', 'Christopher Fairbank']","덴마크의 엘시노 성(Royal Castle Of Elsinore, Denmark), 국왕이 타계하자 왕의 동생 클로디어스(Claudius : 알란 베이츠 분)는 전왕의 왕비이자 형수인 거트루드(Gertrude : 글렌 클로스 분)를 아내로 맞이하고 왕위에 오른다. 왕자 햄릿(Hamlet : 멜 깁슨 분)은 어머니의 성급한 재혼에 충격을 받는데 선왕의 망령(The Ghost : 폴 스코필드 분)이 나타나 자신이 동생에게 독살되었다고 말한다. 햄릿은 망령의 존재를 의심하면서도 왕의 마음을 떠보기 위해 국왕 살해 사건을 연극으로 해보인다. 왕의 안색이 변해 일어서자 햄릿은 숙부의 범행에 대한 심증을 굳힌다. 그 뒤부터 실성한 척하며 왕을 죽일 기회를 노리는데 재상인 폴로니우스(Polonius : 이안 홈 분)를 왕으로 오인해 죽이게 된다. 그러자 햄릿을 사랑하던 폴로니우스의 딸 오필리아(Ophelia : 헬레나 본햄 카터 분)는 괴로운 나머지 미쳐서 죽게 된다. 왕은 햄릿을 영국으로 보내 죽이려 하지만 햄릿은 도중에 되돌아온다. 폴로니우스의 아들 레어티즈(Laertes : 나다니엘 파커 분)는 왕과 짜고 햄릿을 죽이기 위해 칼에 독을 바른 뒤 왕과 왕비 앞에서 펜싱 경기를 벌인다. 그러나 왕비는 독주에 죽고 국왕과 레어티즈는 햄릿의 칼에 죽는다. 레어티즈의 독묻은 칼에 찔린 햄릿 역시 왕을 죽인 뒤 숨을 거둔다.",https://images.justwatch.com/poster/86927653/s276/hamlet-1990.webp,"[('wavve', ['₩1,500', 'HD'])]"
포스트맨은 벨을 두 번 울린다,The Postman Always Rings Twice,(1946),"[('Watcha', ['정액제', 'HD'])]","[('Naver Store', ['₩1,000'])]","['79%', '7.5 (19k)']","['스릴러 , 범죄 , 드라마 , 로맨스']",['1시간 53분'],['Tay Garnett'],"['Lana Turner', 'John Garfield', 'Cecil Kellaway', 'Hume Cronyn', 'Leon Ames', 'Audrey Totter', 'Alan Reed', 'Jeff York', 'Philip Ahlm', 'John Alban', 'Don Anderson', 'Morris Ankrum', 'King Baggot', 'Betty Blythe', 'Paul Bradley', 'Wally Cassell', 'Jack Chefe', 'Dick Crockett', 'Oliver Cross', 'James Darrell', 'Tom Dillon', 'Edward Earle', 'Jim Farley', 'Byron Foulger', 'Joel Friedkin', 'A. Cameron Grant', 'Robert Haines', 'William Halligan', 'Paul Kruger', 'Frank Mayo', 'Helen McLeod', 'Harold Miller', 'Howard M. Mitchell', 'Sandra Morgan', 'George Noisom', 'Garry Owen', 'Dorothy Phillips', 'Dan Quigg', 'Virginia L. Randolph', 'Paula Ray', 'Hilda Rhodes', 'Walter Ridge', 'Jeffrey Sayre', 'Edgar Sherrod', 'Reginald Simpson', 'Brick Sullivan', 'John M. Sullivan', 'Charles Williams']","여기 저기 옮겨 다니기를 좋아하는 프랭크는 그날도 다른 머물 곳을 찾아 헤매고 있었다. 그러던 중 주유소 겸 식상에 들리게 되고, 그곳에서 주인 닉의 일을 도우며 머무르게 된다. 닉에게는 젊고 아름다운 부인 코라가 있는데, 프랭크는 그녀에게 반하게 되고, 프랭크를 거부하던 코라도 결국 그를 받아들인다. 둘에게 이제 닉은 하나의 걸림돌이 되었고 그들은 닉을 없애기 위해 사고사를 위장한 살인 계획을 짠다. 그러나 이는 수포로 돌아가고 다시 한 번 자동차 사고를 위장하는데...",https://images.justwatch.com/poster/49857993/s276/the-postman-always-rings-twice.webp,"[('wavve', ['₩1,000', 'HD'])]"
13일의 금요일 8: 맨하탄의 살인,Friday the 13th Part VIII: Jason Takes Manhattan,(1989),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩5,500', 'HD'])]","['56%', '4.6 (36k)']","['공포 , 스릴러']",['1시간 40분'],['Rob Hedden'],"['Jensen Daggett', 'Scott Reeves', 'Kane Hodder', 'Tiffany Paulsen', 'Todd Caldecott', 'Barbara Bingham', 'Peter Mark Richman', 'Alex Diakun', 'Warren Munson', 'Fred Henderson', 'Saffron Henderson', 'Martin Cummins', 'Vincent Craig Dupree', 'Sharlene Martin', 'Kelly Hu', 'Tim Mirkovich', 'Gordon Currie', 'Sam Sarkar', 'Ace', 'Michael Benyaer', 'Roger Barnes', 'Amber Pawlick', 'Vince Cupone', 'Peggy Hedden', 'David Longworth', 'Jasper Cole', 'David Jacox', 'Ken Kirzinger']","무덤에서 다시 살아난 살인마 제이슨이 뉴욕으로 향하는 유람선 러브 보트를 타고공포의 항해를 시작한다. 졸업 여행으로 흥겨운 틴 에이저들은 영문도 모르는 사이, 배 안에서 참혹하게 하나둘씩 희생되고, 가까스로 뉴욕항으로 탈출한 생존자들은 맨하탄가지 쫓아온 제이슨에 의해 살해되는데...",https://images.justwatch.com/poster/72612249/s276/13ilyi-geumyoil-8-maenhatanyi-salin.webp,"[('wavve', ['₩1,500', 'HD'])]"
